City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Luena,AO,-11.7833,19.9167,55.94,48,1,4.16,clear sky
350,Kantunilkin,MX,21.0917,-87.45,87.64,51,91,5.46,overcast clouds
351,Emerald,AU,-23.5333,148.1667,57.97,35,30,11.39,scattered clouds
352,Kamenka,RU,51.3223,42.7678,67.59,80,100,5.75,overcast clouds
353,Cherkasskoye,RU,52.4333,47.2167,65.79,86,72,2.53,broken clouds
354,Murdochville,CA,48.9583,-65.5006,59.88,65,44,12.03,scattered clouds
355,Polunochnoye,RU,60.8697,60.4153,56.46,65,77,0.34,broken clouds
356,Temeni,GR,38.2333,22.1167,76.89,60,0,13.73,clear sky
357,Katobu,ID,-4.9408,122.5276,73.0,95,98,2.75,overcast clouds
358,Polson,US,47.6936,-114.1632,88.41,33,0,3.0,clear sky
359,Tilichiki,RU,60.4667,166.1,53.15,84,80,5.93,broken clouds
360,Aklavik,CA,68.2191,-135.0107,70.52,52,75,2.3,broken clouds
361,Bilibino,RU,68.0546,166.4372,53.28,58,57,3.87,broken clouds
362,Okhotsk,RU,59.3833,143.3,57.34,96,100,11.41,light rain
363,Wollongong,AU,-34.4333,150.8833,56.08,67,66,14.38,broken clouds
364,Karasjok,NO,69.4719,25.5112,53.71,77,31,8.23,scattered clouds
365,Gawler,AU,-34.6,138.7333,53.11,77,72,16.69,broken clouds
366,Ankazoabo,MG,-22.2833,44.5167,60.37,68,0,5.64,clear sky
367,Altamont,US,42.2068,-121.7372,84.88,24,1,8.01,clear sky
368,Mumbwa,ZM,-14.9783,27.0619,55.29,80,1,7.9,clear sky
369,Siaya,KE,0.0612,34.2882,62.01,87,65,2.84,broken clouds
370,Souillac,MU,-20.5167,57.5167,71.37,83,40,11.5,light rain
371,Namakkal,IN,11.2213,78.1652,75.34,85,94,4.68,moderate rain
372,Poya,NC,-21.35,165.15,76.98,72,2,3.15,clear sky
373,Prince Rupert,CA,54.3161,-130.3201,57.29,85,90,2.3,moderate rain
374,Zalari,RU,53.5584,102.5065,61.45,89,20,4.7,few clouds
375,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,11.5,scattered clouds
376,Formosa Do Rio Preto,BR,-11.0483,-45.1931,75.87,36,41,4.54,scattered clouds
377,Ukiah,US,39.1502,-123.2078,100.13,24,1,12.66,clear sky
378,Maubin,MM,16.7333,95.65,78.96,93,94,2.44,overcast clouds
379,Kuala Selangor,MY,3.35,101.25,79.59,87,99,7.16,light rain
380,Annapolis,US,38.9785,-76.4922,95.47,65,1,9.22,clear sky
381,Iralaya,HN,15.0,-83.2333,82.89,71,1,8.21,clear sky
382,Ploemeur,FR,47.7333,-3.4333,64.81,77,0,8.05,clear sky
383,Phan Thiet,VN,10.9333,108.1,76.6,87,83,9.42,broken clouds
384,Srednekolymsk,RU,67.45,153.6833,65.68,49,100,2.48,overcast clouds
385,Alekseyevsk,RU,57.8406,108.3492,64.72,76,61,1.79,broken clouds
386,Touros,BR,-5.1989,-35.4608,77.9,82,3,10.51,clear sky
387,Thyboron,DK,56.6985,8.2124,62.1,81,0,24.25,clear sky
388,Qaqortoq,GL,60.7167,-46.0333,54.1,65,100,2.04,overcast clouds
389,General Pico,AR,-35.6566,-63.7568,54.55,29,0,20.54,clear sky
390,Zhigansk,RU,66.7697,123.3711,62.76,50,57,14.5,broken clouds
391,Winnemucca,US,40.973,-117.7357,93.25,4,1,5.75,clear sky
392,Miri,MY,4.4148,114.0089,75.34,94,20,1.14,few clouds
393,Dalvik,IS,65.9702,-18.5286,49.93,90,100,4.99,overcast clouds
394,Mwense,ZM,-10.3845,28.698,65.14,44,7,9.06,clear sky
395,Varadero,CU,23.1536,-81.2514,84.96,74,5,19.35,clear sky
396,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,13.8,overcast clouds
397,Buala,SB,-8.145,159.5921,83.17,78,41,11.27,light rain
398,Ambatondrazaka,MG,-17.8333,48.4167,56.53,88,78,5.06,broken clouds
399,Ambilobe,MG,-13.2,49.05,64.49,81,33,3.85,scattered clouds
400,Luis Correia,BR,-2.8792,-41.6669,79.43,82,23,13.22,few clouds
401,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,93,0,16.11,clear sky
402,Rapar,IN,23.5667,70.6333,87.04,72,86,7.61,overcast clouds
403,Haines Junction,CA,60.7522,-137.5108,71.55,20,97,5.75,overcast clouds
404,Naron,ES,43.5167,-8.1528,70.65,84,0,10.42,clear sky
405,Bambanglipuro,ID,-7.95,110.2833,71.71,89,37,2.84,scattered clouds
406,Dunmore Town,BS,25.5,-76.65,82.0,69,7,9.44,clear sky
407,Poum,NC,-20.2333,164.0167,74.34,83,2,7.47,clear sky
408,Palenque,MX,17.5167,-91.9667,91.56,52,20,0.0,few clouds
409,Aginskoye,RU,51.1,114.53,66.54,69,100,2.55,overcast clouds
410,Sehithwa,BW,-20.4667,22.7167,59.04,58,76,7.43,broken clouds
411,Henties Bay,NA,-22.116,14.2845,66.85,56,7,3.09,clear sky
412,Thompson,CA,55.7435,-97.8558,77.16,50,75,13.8,smoke
413,Voyvozh,RU,62.892,54.9635,57.43,76,78,1.39,broken clouds
414,Gorom-Gorom,BF,14.4439,-0.2361,93.85,37,93,12.64,overcast clouds
415,Pemberton,CA,50.3164,-122.8027,69.49,72,99,6.26,overcast clouds
416,Olinda,BR,-8.0089,-34.8553,73.13,88,40,4.61,scattered clouds
417,Faanui,PF,-16.4833,-151.75,80.08,64,6,21.63,clear sky
418,Aljezur,PT,37.3191,-8.8033,66.27,77,0,6.89,clear sky
419,Kostolac,RS,44.7149,21.1711,69.15,94,97,4.05,overcast clouds
420,Maputo,MZ,-25.9653,32.5892,55.08,82,0,5.75,clear sky
421,Constitucion,CL,-35.3333,-72.4167,49.84,71,6,14.12,clear sky
422,Mocuba,MZ,-16.8392,36.9856,58.66,83,9,4.47,clear sky
423,Piste,MX,20.7,-88.5833,87.21,56,61,7.05,broken clouds
424,Hualmay,PE,-11.0964,-77.6139,65.61,77,11,11.68,few clouds
425,Pathein,MM,16.7833,94.7333,76.89,92,98,2.33,overcast clouds
426,Port Macquarie,AU,-31.4333,152.9167,62.38,53,0,13.8,clear sky
427,Navahrudak,BY,53.6,25.8333,68.27,75,40,2.06,scattered clouds
428,Wajima,JP,37.4,136.9,78.78,80,50,6.2,scattered clouds
429,Victoria Point,AU,-27.5833,153.3,61.29,52,0,3.0,clear sky
430,Yenagoa,NG,4.9247,6.2642,72.34,92,100,0.43,overcast clouds
431,Bjornevatn,NO,69.6672,29.9847,55.74,67,0,11.5,clear sky
432,Mikhaylovka,RU,50.06,43.2379,68.36,86,99,5.55,overcast clouds
433,Rumford,US,44.5537,-70.5509,84.06,55,59,9.15,broken clouds
434,Skjervoy,NO,70.0311,20.9714,51.12,88,100,11.74,overcast clouds
435,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,53.85,82,8,7.14,clear sky
436,Malatya,TR,38.5,38.0,66.25,46,0,2.3,clear sky
437,Dong Xoai,VN,11.5333,106.9167,72.72,95,74,2.04,broken clouds
438,Amol,IR,36.4696,52.3507,70.99,92,100,3.91,overcast clouds
439,Kenai,US,60.5544,-151.2583,78.03,55,1,8.05,clear sky
440,Eseka,CM,3.65,10.7667,71.01,99,100,2.21,overcast clouds
441,Burgos,ES,42.3394,-3.7079,59.41,82,0,10.36,clear sky
442,Kibala,TD,9.1104,18.3463,76.95,83,20,0.0,few clouds
443,Alcaniz,ES,41.05,-0.1333,73.08,41,0,10.4,clear sky
444,Soyo,AO,-6.1349,12.3689,72.0,91,27,6.26,scattered clouds
445,Khasan,RU,42.4308,130.6434,72.7,97,78,1.23,broken clouds
446,Lubango,AO,-14.9172,13.4925,57.7,39,0,3.69,clear sky
447,Yar-Sale,RU,66.8333,70.8333,44.46,69,98,9.51,overcast clouds
448,Codrington,AU,-38.2667,141.9667,51.21,82,91,24.07,overcast clouds
449,Bose,IT,45.4612,8.0137,65.08,80,60,5.64,broken clouds
450,Williston,US,48.147,-103.618,99.01,35,0,1.01,clear sky
451,Nabire,ID,-3.3667,135.4833,75.16,91,99,2.95,overcast clouds
452,Alugan,PH,12.2188,125.4808,77.56,89,100,4.65,overcast clouds
453,Linxia,CN,35.6003,103.2064,61.38,83,36,3.33,scattered clouds
454,Sterling,US,39.0062,-77.4286,94.75,51,20,1.99,few clouds
455,Ahipara,NZ,-35.1667,173.1667,62.44,93,100,25.1,light rain
456,Kavaratti,IN,10.5669,72.642,82.58,75,88,15.97,overcast clouds
457,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.44,88,5,6.98,clear sky
458,Mbour,SN,14.422,-16.9638,79.65,78,97,13.11,overcast clouds
459,Tikhvin,RU,59.6451,33.5294,61.21,63,13,3.27,few clouds
460,Batsfjord,NO,70.6345,29.7185,50.25,78,88,17.69,overcast clouds
461,Richards Bay,ZA,-28.783,32.0377,56.88,75,0,6.8,clear sky
462,Shellbrook,CA,53.2168,-106.4011,78.03,22,26,9.04,scattered clouds
463,Bol,TD,13.4586,14.7147,80.76,79,21,8.66,few clouds
464,Ballina,AU,-28.8667,153.5667,60.76,39,0,17.27,clear sky
465,Great Falls,US,47.5002,-111.3008,93.92,15,1,1.01,haze
466,Jinchang,CN,38.4953,102.1739,75.45,42,0,5.17,clear sky
467,Camacha,PT,33.0833,-16.3333,69.53,77,75,8.05,broken clouds
468,Carutapera,BR,-1.195,-46.02,76.3,90,40,8.28,scattered clouds
469,Jawa,JO,31.8525,35.9393,82.71,28,0,9.22,clear sky
470,Taoudenni,ML,22.6783,-3.9836,104.04,17,88,9.64,overcast clouds
471,Kununurra,AU,-15.7667,128.7333,67.98,45,37,6.91,scattered clouds
472,Kendari,ID,-3.945,122.4989,73.47,94,100,2.35,overcast clouds
473,Cockburn Town,TC,21.4612,-71.1419,81.61,77,2,20.6,clear sky
474,Saratoga Springs,US,43.0831,-73.7846,84.99,61,80,8.66,broken clouds
475,Santa Cruz,BO,-17.8,-63.1667,69.96,56,14,5.1,few clouds
476,Mehamn,NO,71.0357,27.8492,49.73,84,98,22.48,overcast clouds
477,Alice Springs,AU,-23.7,133.8833,40.55,52,5,6.91,clear sky
478,Pangnirtung,CA,66.1451,-65.7125,51.8,76,75,4.61,broken clouds
479,Barentu,ER,15.1139,37.5928,72.64,79,100,10.83,overcast clouds
480,Palmer,US,42.1584,-72.3287,86.92,77,75,3.44,broken clouds
481,Sikasso,ML,10.9167,-7.0,71.85,88,100,4.41,overcast clouds
482,La Ronge,CA,55.1001,-105.2842,73.65,38,20,8.05,few clouds
483,Kohima,IN,25.6667,94.1167,65.77,98,100,1.19,overcast clouds
484,Molo,KE,-0.2479,35.7374,51.89,91,100,2.84,overcast clouds
485,Ponta Do Sol,PT,32.6667,-17.1,73.0,83,3,1.63,clear sky
486,Rundu,NA,-17.9333,19.7667,58.95,61,58,8.32,broken clouds
487,Ambon,ID,-3.6954,128.1814,75.34,94,40,4.61,light rain
488,Buchanan,LR,5.8808,-10.0467,76.12,90,91,8.52,moderate rain
489,San Cristobal,VE,7.7669,-72.225,82.58,68,58,5.61,broken clouds
490,Bahir Dar,ET,11.5936,37.3908,61.29,94,100,2.39,heavy intensity rain
491,Dubbo,AU,-32.25,148.6167,46.53,93,90,10.36,overcast clouds
492,Saint-Francois,FR,46.4154,3.9054,63.18,94,90,5.75,overcast clouds
493,Dalhousie,IN,32.5333,75.9833,64.69,82,78,3.67,broken clouds
494,Reyes,BO,-14.3167,-67.3833,68.16,94,75,0.0,broken clouds
495,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,94,90,4.47,overcast clouds
496,Basco,PH,20.4487,121.9702,83.39,79,100,10.33,overcast clouds
497,Pisco,PE,-13.7,-76.2167,64.45,77,7,14.97,clear sky
498,Dingle,PH,10.9995,122.6711,75.83,91,99,6.62,overcast clouds
499,Vikindu,TZ,-7.0067,39.2985,71.58,82,22,8.59,few clouds
500,Laredo,US,27.5064,-99.5075,97.09,44,40,21.85,scattered clouds
501,Oktyabrskiy,RU,54.4815,53.471,62.31,92,88,3.36,overcast clouds
502,Vanavara,RU,60.34,102.2797,61.0,92,87,2.01,overcast clouds
503,Sainte-Rose,GP,16.3324,-61.6979,84.24,65,75,12.66,broken clouds
504,Norrtalje,SE,59.758,18.705,61.84,66,0,1.97,clear sky
505,Assare,BR,-6.8744,-39.875,78.89,42,31,5.79,scattered clouds
506,Callaway,US,30.153,-85.5699,88.99,71,20,5.01,few clouds
507,Raudeberg,NO,61.9875,5.1352,62.2,83,54,27.11,broken clouds
508,Iwanai,JP,42.9744,140.5089,75.69,80,40,1.83,scattered clouds
509,Gat,IL,31.61,34.7642,82.4,83,0,3.02,clear sky
510,Mwinilunga,ZM,-11.7358,24.4293,57.38,52,63,4.36,broken clouds
511,Herat,AF,34.5,62.0,75.56,24,6,11.72,clear sky
512,Odda,NO,60.0691,6.5457,64.78,98,42,3.74,scattered clouds
513,Jacareacanga,BR,-6.2222,-57.7528,87.1,41,65,1.88,broken clouds
514,Masterton,NZ,-40.9597,175.6575,63.97,90,100,13.85,overcast clouds
515,San Luis,AR,-33.295,-66.3356,53.37,37,0,3.65,clear sky
516,Bridlington,GB,54.0831,-0.1919,65.89,83,0,7.67,clear sky
517,Lensk,RU,60.7253,114.9278,68.34,59,7,2.86,clear sky
518,Gelibolu,TR,40.4103,26.6708,73.26,72,0,10.8,clear sky
519,Pacific Grove,US,36.6177,-121.9166,88.02,79,75,1.01,broken clouds
520,Chibombo,ZM,-14.6569,28.0706,56.84,78,13,10.02,few clouds
521,Sur,OM,22.5667,59.5289,83.35,79,82,14.16,broken clouds
522,Scottsbluff,US,41.8666,-103.6672,94.32,20,1,3.0,clear sky
523,Yulara,AU,-25.2406,130.9889,39.04,65,23,4.61,few clouds
524,Lundazi,ZM,-12.2929,33.1782,56.48,80,18,10.94,few clouds
525,Akdagmadeni,TR,39.6603,35.8836,61.29,76,0,3.2,clear sky
526,Grants Pass,US,42.439,-123.3284,90.36,25,1,5.99,clear sky
527,Kachug,RU,53.9606,105.8817,61.88,77,100,2.28,overcast clouds
528,Lalibela,ET,12.0333,39.0333,60.39,77,100,1.9,light rain
529,Mackenzie,CA,55.2999,-123.1698,55.62,82,90,6.02,overcast clouds
530,Avera,US,33.194,-82.5271,90.91,58,93,0.43,overcast clouds
531,Saint-Joseph,RE,-21.3667,55.6167,68.38,81,32,15.14,light rain
532,Novyy Urengoy,RU,66.0833,76.6333,50.77,82,100,10.45,overcast clouds
533,Tofield,CA,53.3668,-112.6686,75.04,33,14,12.48,few clouds
534,Troy,US,42.6056,-83.1499,70.18,94,90,1.01,light rain
535,San Vicente,AR,-26.6167,-54.1333,50.59,91,1,2.44,clear sky
536,Yokadouma,CM,3.5167,15.05,69.94,96,100,1.03,overcast clouds
537,Parabel,RU,58.6978,81.4825,51.17,96,68,6.76,broken clouds
538,Naze,JP,28.3667,129.4833,79.72,80,25,7.0,scattered clouds
539,Esperance,AU,-33.8667,121.9,49.84,84,100,5.48,overcast clouds
540,Astoria,US,46.1879,-123.8313,72.88,75,90,5.01,overcast clouds
541,Buritis,BR,-15.6178,-46.4233,72.95,37,0,1.9,clear sky
542,Lake Mary,US,28.7589,-81.3178,93.04,63,20,3.0,few clouds
543,Leninogorsk,RU,54.6026,52.4609,60.55,97,54,5.61,broken clouds
544,Sembakung,ID,3.8167,117.25,78.73,92,98,0.4,overcast clouds
545,Labuhan,ID,-6.8844,112.2051,74.23,85,100,6.51,overcast clouds
546,Yeppoon,AU,-23.1333,150.7333,60.58,43,28,8.77,scattered clouds
547,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.02,40,38,1.03,scattered clouds
548,Lewiston,US,44.1003,-70.2148,85.35,68,1,8.05,clear sky
549,Moron,AR,-34.6534,-58.6198,55.15,83,21,7.0,few clouds
550,Zapadnaya Dvina,RU,56.259,32.0745,68.04,87,58,3.22,broken clouds
551,Hanstholm,DK,57.1167,8.6167,61.63,81,0,24.29,clear sky
552,Manzhouli,CN,49.6,117.4333,71.85,62,97,5.03,overcast clouds
553,Iquitos,PE,-3.7481,-73.2472,89.64,58,20,4.61,few clouds
554,Rijssen,NL,52.308,6.5211,62.96,97,8,7.78,clear sky
555,Namibe,AO,-15.1961,12.1522,67.66,73,0,4.34,clear sky
556,Jiaojiang,CN,28.6803,121.4428,81.0,89,100,3.18,overcast clouds
557,Hovd,MN,48.0056,91.6419,69.93,39,100,9.33,overcast clouds
558,Miranda,CO,3.2499,-76.2281,80.73,83,41,1.16,scattered clouds
559,Maningrida,AU,-12.0667,134.2667,72.28,76,91,8.1,light rain
560,Mgachi,RU,51.05,142.2667,76.42,74,24,15.9,few clouds
561,Mesopotamia,IQ,33.0,44.0,93.11,13,0,10.6,clear sky
562,Chara,RU,56.9064,118.2631,68.43,55,0,0.98,clear sky
563,Fuxin,CN,42.0156,121.6589,75.51,88,96,6.53,overcast clouds
564,Debre Birhan,ET,9.6833,39.5333,52.63,88,100,4.68,light rain
565,Te Anau,NZ,-45.4167,167.7167,46.56,92,93,1.1,overcast clouds
566,Dibulla,CO,11.2725,-73.3091,80.35,86,100,4.23,overcast clouds
567,Balud,PH,10.1476,123.6953,78.76,78,98,6.62,overcast clouds
568,Russell,US,32.3502,-85.1999,90.55,59,1,6.91,clear sky
569,Komatipoort,ZA,-25.4332,31.9548,57.06,75,32,1.25,scattered clouds
570,Charters Towers,AU,-20.1,146.2667,67.17,33,32,10.2,scattered clouds
571,Yuli,NG,9.6989,10.2744,75.56,85,72,7.94,broken clouds
572,Nemuro,JP,43.3236,145.575,62.33,96,100,7.29,overcast clouds
573,Damaturu,NG,11.747,11.9608,80.82,69,100,8.77,overcast clouds
574,San Martin,AR,-33.081,-68.4681,59.54,28,0,25.55,clear sky
575,Springbok,ZA,-29.6643,17.8865,47.53,17,0,6.15,clear sky
576,Seabra,BR,-12.4186,-41.7703,65.93,51,42,2.91,scattered clouds
577,Coihaique,CL,-45.5752,-72.0662,39.81,75,75,5.75,broken clouds
578,Shelburne,CA,44.0787,-80.2041,71.76,52,100,5.14,overcast clouds
579,Beruwala,LK,6.4788,79.9828,79.12,87,79,11.27,broken clouds
580,Begunitsy,RU,59.5855,29.3176,75.49,90,19,3.51,few clouds
581,Hyeres,FR,43.1167,6.1167,70.48,81,0,3.44,clear sky
582,Tomohon,ID,1.3346,124.8392,63.54,91,100,1.43,light rain
583,Santa Cruz De La Palma,ES,28.6835,-17.7642,74.14,83,0,16.11,clear sky
584,Kemijarvi,FI,66.7131,27.4306,51.3,79,42,5.12,scattered clouds
585,Wilmington,US,34.2257,-77.9447,87.98,68,1,12.66,clear sky
586,Staryy Nadym,RU,65.6118,72.6842,49.77,81,99,10.07,overcast clouds
587,Barpeta,IN,26.3167,91.0,80.69,91,100,3.09,overcast clouds
588,Derzhavinsk,KZ,51.1,66.3167,64.56,48,67,3.69,broken clouds
589,Hofn,IS,64.2539,-15.2082,54.21,65,5,6.38,clear sky
590,Ruiru,KE,-1.1606,36.9567,62.67,75,67,2.89,broken clouds
591,Golyshmanovo,RU,56.3979,68.3728,51.21,91,7,3.02,clear sky
592,Sabha,LY,27.0377,14.4283,89.8,20,0,9.31,clear sky
593,Sioux Lookout,CA,50.1001,-91.917,86.38,37,75,4.61,smoke
594,Taitung,TW,22.7583,121.1444,79.07,78,40,2.3,scattered clouds
595,Armidale,AU,-30.5167,151.65,37.81,86,69,18.45,broken clouds
596,Gambo,CF,4.6482,22.2633,68.5,98,92,0.51,light rain
597,Corinto,GR,37.9407,22.9573,84.76,65,0,7.36,clear sky
598,Muriti,TZ,-1.9833,32.9167,73.63,63,49,6.08,scattered clouds
599,Horsham,GB,51.064,-0.3272,69.51,65,0,4.61,clear sky
600,Izumo,JP,35.3667,132.7667,80.55,69,75,11.5,broken clouds
601,Privas,FR,44.5833,4.5,68.56,80,9,7.16,clear sky
602,Ulundi,ZA,-28.3352,31.4162,47.26,88,0,3.6,clear sky
603,Kieta,PG,-6.2167,155.6333,84.58,72,100,7.07,overcast clouds
604,Cairo,EG,30.0626,31.2497,86.76,66,0,8.05,clear sky
605,Igrim,RU,63.1906,64.4162,50.97,70,86,4.38,overcast clouds
606,Pavlogradka,RU,54.2024,73.5592,54.57,94,98,7.16,overcast clouds
607,Bar-Le-Duc,FR,48.75,5.1667,63.3,92,66,6.35,broken clouds
608,El Fuerte,MX,26.4189,-108.6194,95.05,41,2,8.46,clear sky
609,Palestina,PS,31.9216,35.2033,73.94,49,0,4.68,clear sky
610,Siderno,IT,38.2779,16.302,78.4,78,0,11.16,clear sky
611,Oranjemund,NA,-28.55,16.4333,53.92,71,0,5.95,clear sky
612,Kholmogory,RU,64.2229,41.656,55.51,98,7,4.56,clear sky
613,Robertsport,LR,6.7533,-11.3686,77.63,86,100,8.66,moderate rain
614,Bunda,TZ,-2.05,33.8667,72.09,56,86,0.02,overcast clouds
615,Fernandina Beach,US,30.6697,-81.4626,90.19,76,1,8.01,clear sky
616,Denpasar,ID,-8.65,115.2167,78.46,89,20,8.05,few clouds
617,Huangmei,CN,30.1924,116.025,78.73,92,100,2.01,moderate rain
618,Astana,KZ,51.1801,71.446,55.35,76,0,2.24,clear sky
619,Mahon,ES,39.8885,4.2658,72.16,73,20,3.44,few clouds
620,Porto Novo,BJ,6.4965,2.6036,78.62,95,100,10.27,moderate rain
621,Kurchum,KZ,48.5722,83.6542,58.84,71,19,2.64,few clouds
622,Port Hardy,CA,50.6996,-127.4199,60.98,77,75,10.36,broken clouds
623,Gari,RU,59.4307,62.3497,56.34,61,60,3.44,broken clouds
624,Ratangarh,IN,28.0833,74.6,89.24,58,98,6.82,overcast clouds
625,Axim,GH,4.8699,-2.2405,76.42,88,97,12.46,light rain
626,Sinnamary,GF,5.3833,-52.95,78.57,80,54,5.91,broken clouds
627,Belozerskoye,RU,55.8214,65.5842,53.49,67,22,1.83,few clouds
628,Udachnyy,RU,66.4167,112.4,66.65,70,9,19.44,clear sky
629,Puerto Carreno,CO,6.189,-67.4859,78.12,83,82,6.96,broken clouds
630,Atambua,ID,-9.1061,124.8925,70.9,68,31,3.91,scattered clouds
631,Port Blair,IN,11.6667,92.75,80.62,83,100,9.66,overcast clouds
632,Del Rio,US,29.3627,-100.8968,98.42,40,1,14.97,clear sky
633,Iranshahr,IR,27.2025,60.6848,87.4,52,100,6.91,overcast clouds
634,Tigil,RU,57.8,158.6667,68.79,68,96,6.51,overcast clouds
635,Tambura,SS,5.6,27.4667,67.91,92,81,3.49,light rain
636,Cayenne,GF,4.9333,-52.3333,79.09,85,20,3.44,few clouds
637,Miyako,JP,39.6367,141.9525,80.15,75,26,3.56,scattered clouds
638,Fenoarivo Atsinanana,MG,-17.3667,49.4167,64.99,91,85,8.28,overcast clouds
639,Niquero,CU,20.0431,-77.5828,82.26,75,23,3.78,few clouds
640,Fatehpur,IN,25.9333,80.8,93.02,47,100,2.59,overcast clouds
641,Liku,ID,-0.7275,119.8922,73.11,89,100,6.73,overcast clouds
642,Vangaindrano,MG,-23.35,47.6,67.53,85,98,5.1,light rain
643,Kamina,CD,-8.7386,24.9906,60.82,47,16,4.23,few clouds
644,Bourg-En-Bresse,FR,46.1667,5.1667,64.29,95,64,7.83,broken clouds
645,Shahrud,IR,36.4182,54.9763,69.53,64,29,11.52,scattered clouds
646,Kutum,SD,14.2,24.6667,73.89,62,99,13.8,overcast clouds
647,Inirida,CO,3.8653,-67.9239,71.44,99,100,1.39,overcast clouds
648,Roald,NO,62.5833,6.1333,64.11,77,75,24.16,broken clouds
649,Vero Beach,US,27.6386,-80.3973,87.06,71,40,12.66,scattered clouds
650,Cerrito,CO,6.8432,-72.694,60.19,90,82,7.23,light rain
651,Nampula,MZ,-15.1165,39.2666,62.55,88,40,13.8,scattered clouds
652,Arys,KZ,42.4252,68.795,66.42,58,88,3.91,overcast clouds
653,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,94,90,6.91,overcast clouds
654,Bayji,IQ,34.9311,43.487,94.62,17,1,10.58,clear sky
655,Mormugao,IN,15.4,73.8,79.21,84,99,12.5,light rain
656,Roquetas De Mar,ES,36.7642,-2.6148,77.61,71,0,3.42,clear sky
657,Sivaki,RU,52.6333,126.75,68.41,59,14,12.21,few clouds
658,Kalmunai,LK,7.4167,81.8167,80.53,80,99,5.21,overcast clouds
659,Port Lincoln,AU,-34.7333,135.8667,51.13,64,92,21.36,overcast clouds
660,Sergeyevka,KZ,53.88,67.4158,55.22,95,59,5.77,broken clouds
661,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,20,3.44,few clouds
662,Vrangel,RU,42.7297,133.0839,73.08,88,4,4.61,clear sky
663,Kilindoni,TZ,-7.9139,39.6668,77.04,74,6,21.83,light rain
664,Kontagora,NG,10.3999,5.4695,73.56,92,98,9.19,overcast clouds
665,Raga,SS,8.4596,25.678,70.14,89,58,5.03,light rain
666,Krapivinskiy,RU,54.9992,86.8133,55.04,97,56,5.01,light rain
667,Posse,BR,-14.0931,-46.3694,71.58,34,0,4.0,clear sky
668,Huanren,CN,41.2647,125.3667,76.48,85,78,1.3,broken clouds
669,Vao,NC,-22.6667,167.4833,73.51,90,24,14.58,few clouds
670,Dunedin,NZ,-45.8742,170.5036,48.79,91,58,2.51,broken clouds
671,Bosaso,SO,11.2842,49.1816,91.62,38,100,17.38,overcast clouds
672,Mongo,TD,12.1844,18.693,81.82,67,92,2.95,overcast clouds
673,Labuan,MY,5.2767,115.2417,77.36,88,20,0.0,few clouds
674,Faya,SA,18.3851,42.4509,71.71,33,100,8.59,overcast clouds
675,Iturama,BR,-19.7281,-50.1956,75.07,31,24,6.58,few clouds
676,Sobolevo,RU,54.4299,31.8996,68.34,86,1,3.76,light rain
677,Kampong Cham,KH,11.9934,105.4635,75.63,89,88,0.11,overcast clouds
678,Moranbah,AU,-22.0016,148.0466,64.02,29,25,8.93,scattered clouds
679,Aketi,CD,2.7388,23.7833,72.19,96,100,2.35,overcast clouds
680,Bayir,TR,37.2687,28.2167,68.52,39,0,1.66,clear sky
681,Benguela,AO,-12.5763,13.4055,68.58,89,38,3.42,scattered clouds
682,Tessalit,ML,20.1986,1.0114,94.78,11,2,7.05,clear sky
683,Zasheyek,RU,67.4066,32.5499,51.69,79,42,3.02,scattered clouds
684,Baglung,NP,28.2719,83.5898,71.02,98,100,0.81,moderate rain
